num,neutral,positive,negative,skip,mark,adj,caps_lock,label
27,0.5621865391731262,0.0,0.26285186409950256,0.0,2,3,0,1
28,0.6001983880996704,0.0,0.15611489117145538,0.0,1,2,1,1
29,0.607673168182373,0.0,0.14415885508060455,0.0,4,3,0,1
30,0.6992644667625427,0.0,0.20690405368804932,0.0,0,0,0,1
31,0.7122421860694885,0.0,0.23935934901237488,0.0,0,0,0,1
32,0.4843900501728058,0.0,0.3702353835105896,0.0,1,0,0,1
33,0.6001983880996704,0.0,0.287777841091156,0.0,0,0,0,1
34,0.6992644667625427,0.0,0.16886694729328156,0.0,0,0,0,1
35,0.6584275364875793,0.0,0.20690405368804932,0.0,2,1,0,1
36,0.585111141204834,0.0,0.20182321965694427,0.0,3,0,0,1
37,0.4301573634147644,0.0,0.26285186409950256,0.0,0,2,0,1
38,0.6926519870758057,0.0,0.22271016240119934,0.0,0,1,0,1
39,0.4378334879875183,0.0,0.23371636867523193,0.0,10,10,0,1
40,0.4765896201133728,0.0,0.20182321965694427,0.0,1,0,0,1
41,0.41490885615348816,0.0,0.1968362182378769,0.0,0,0,0,1
42,0.59267657995224,0.0,0.21207880973815918,0.0,0,0,0,1
43,0.44553956389427185,0.0,0.3557848632335663,0.0,0,0,0,1
44,0.585111141204834,0.0,0.19194278120994568,0.0,1,1,0,1
45,0.5775054097175598,0.0,0.2814156115055084,0.0,0,0,0,1
46,0.5621865391731262,0.0,0.21207880973815918,0.0,0,0,0,1
47,0.4921981394290924,0.0,0.2689514458179474,0.0,0,1,0,1
48,0.6224693655967712,0.0,0.1824355274438858,0.0,1,2,0,1
49,0.4688006341457367,0.0,0.3140605390071869,0.0,1,1,0,1
50,0.5621865391731262,0.0,0.23371636867523193,0.0,0,0,0,1
51,0.5621865391731262,0.0,0.23371636867523193,0.0,0,0,0,1
52,0.4378334879875183,0.0,0.23371636867523193,0.0,3,9,0,1
53,0.41490885615348816,0.0,0.275139719247818,0.0,0,4,0,1
54,0.59267657995224,0.0,0.16027602553367615,0.0,2,4,0,1
55,0.6723417043685913,0.0,0.16027602553367615,0.0,1,0,0,1
56,0.5156299471855164,0.0,0.1732981950044632,0.0,0,0,0,1
57,0.6442351341247559,0.0,0.2509227991104126,0.0,5,10,0,1
58,0.3998216390609741,0.0,0.1824355274438858,0.0,2,0,0,1
59,0.4378334879875183,0.0,0.2568419873714447,0.0,1,0,0,1
60,0.8031837940216064,0.0,0.15611489117145538,0.0,0,6,0,1
61,0.607673168182373,0.0,0.18714269995689392,0.0,0,1,0,1
62,0.607673168182373,0.14415885508060455,0.0,0.0,0,0,0,1
63,0.607673168182373,0.0,0.14415885508060455,0.0,0,0,0,1
64,0.3923468291759491,0.0,0.287777841091156,0.0,2,2,0,1
65,0.4532718360424042,0.0,0.20690405368804932,0.0,3,6,0,1
66,0.44553956389427185,0.0,0.287777841091156,0.0,1,1,0,1
67,0.585111141204834,0.0,0.20182321965694427,0.0,4,0,0,1
68,0.7490972280502319,0.0,0.14034625887870789,0.0,0,1,0,1
69,0.5544804334640503,0.0,0.20182321965694427,0.0,1,1,0,1
70,0.5078218579292297,0.0,0.1732981950044632,0.0,0,2,0,1
71,0.6150978803634644,0.0,0.14805719256401062,0.0,2,1,0,1
72,0.4532718360424042,0.0,0.23371636867523193,0.0,1,2,0,1
73,0.4532718360424042,0.0,0.3276783227920532,0.0,0,0,0,1
74,0.546748161315918,0.0,0.2689514458179474,0.0,3,0,0,1
75,0.4921981394290924,0.0,0.1968362182378769,0.0,1,4,0,1
76,0.4532718360424042,0.0,0.3007555902004242,0.0,2,5,0,1
77,0.41490885615348816,0.0,0.2568419873714447,0.0,2,1,0,1
78,0.44553956389427185,0.0,0.3276783227920532,0.0,2,2,0,1
79,0.6224693655967712,0.0,0.16027602553367615,0.0,2,2,0,1
80,0.0,0.0,0.6791887283325195,0.15611489117145538,0,1,0,1
81,0.6654205918312073,0.0,0.320831298828125,0.0,9,9,0,1
82,0.607673168182373,0.0,0.20182321965694427,0.0,1,1,0,1
83,0.3702353835105896,0.0,0.22271016240119934,0.0,0,0,0,1
84,0.40734341740608215,0.0,0.3140605390071869,0.0,0,0,0,1
85,0.5775054097175598,0.0,0.24509501457214355,0.0,0,0,0,1
86,0.4532718360424042,0.0,0.1732981950044632,0.0,1,2,0,1
87,0.7186043858528137,0.0,0.20182321965694427,0.0,1,0,0,1
88,0.6297846436500549,0.0,0.16886694729328156,0.0,0,0,0,1
89,0.3775506913661957,0.0,0.287777841091156,0.0,1,0,0,1
90,0.6442351341247559,0.0,0.0,0.14415885508060455,0,0,0,1
91,0.7431780099868774,0.0,0.21734751760959625,0.0,0,0,0,1
92,0.6224693655967712,0.0,0.287777841091156,0.0,0,0,0,1
93,0.59267657995224,0.0,0.2509227991104126,0.0,4,1,0,1
94,0.4301573634147644,0.0,0.3276783227920532,0.0,11,0,1,1
95,0.41490885615348816,0.0,0.3007555902004242,0.0,1,1,0,1
96,0.44553956389427185,0.0,0.22816647589206696,0.0,1,2,0,1
97,0.585111141204834,0.0,0.2689514458179474,0.0,0,0,0,1
98,0.523430347442627,0.0,0.23935934901237488,0.0,2,1,0,1
99,0.3775506913661957,0.0,0.21734751760959625,0.0,0,0,0,1
100,0.59267657995224,0.0,0.23371636867523193,0.0,0,0,0,1
101,0.4688006341457367,0.0,0.24509501457214355,0.0,1,2,0,1
102,0.59267657995224,0.0,0.21207880973815918,0.0,3,1,0,1
103,0.46102678775787354,0.0,0.30736804008483887,0.0,3,1,0,1
104,0.46102678775787354,0.0,0.3276783227920532,0.0,5,3,0,1
105,0.5312193632125854,0.0,0.20182321965694427,0.0,13,0,1,1
106,0.4921981394290924,0.0,0.14034625887870789,0.0,4,3,0,1
107,0.523430347442627,0.0,0.16027602553367615,0.0,0,1,0,1
108,0.59267657995224,0.0,0.1732981950044632,0.0,1,0,0,1
109,0.4765896201133728,0.0,0.21734751760959625,0.0,1,1,0,1
110,0.40734341740608215,0.0,0.24509501457214355,0.0,2,3,0,1
111,0.5775054097175598,0.0,0.3140605390071869,0.0,1,0,0,1
112,0.3775506913661957,0.0,0.3557848632335663,0.0,2,0,0,1
113,0.6926519870758057,0.0,0.1259327530860901,0.0,0,0,0,1
114,0.59267657995224,0.0,0.3557848632335663,0.0,0,0,0,1
115,0.6150978803634644,0.0,0.1732981950044632,0.0,1,0,0,1
116,0.607673168182373,0.0,0.1732981950044632,0.0,0,1,0,1
117,0.546748161315918,0.0,0.23371636867523193,0.0,0,2,0,1
118,0.5312193632125854,0.0,0.24509501457214355,0.0,0,1,0,1
119,0.607673168182373,0.0,0.14034625887870789,0.0,0,2,0,1
120,0.5312193632125854,0.0,0.275139719247818,0.0,0,0,0,1
121,0.585111141204834,0.0,0.20690405368804932,0.0,1,0,0,1
122,0.5544804334640503,0.0,0.18714269995689392,0.0,2,0,0,1
123,0.7371681928634644,0.0,0.1824355274438858,0.0,0,0,0,1
124,0.4301573634147644,0.0,0.29422497749328613,0.0,12,0,0,1
125,0.6791887283325195,0.0,0.21207880973815918,0.0,1,0,0,1
126,0.40734341740608215,0.0,0.3140605390071869,0.0,0,0,0,1
127,0.320831298828125,0.0,0.44553956389427185,0.0,3,0,0,1
128,0.7248802781105042,0.0,0.287777841091156,0.0,3,1,0,1
129,0.7057950496673584,0.0,0.29422497749328613,0.0,0,0,0,1
130,0.5000100135803223,0.0,0.3276783227920532,0.0,1,0,0,1
131,0.6370407938957214,0.0,0.1824355274438858,0.0,0,0,0,1
132,0.5078218579292297,0.0,0.24509501457214355,0.0,1,2,0,1
133,0.523430347442627,0.0,0.23371636867523193,0.0,0,0,0,1
134,0.607673168182373,0.0,0.20182321965694427,0.0,1,1,0,1
135,0.41490885615348816,0.0,0.320831298828125,0.0,0,0,0,1
136,0.5312193632125854,0.0,0.24509501457214355,0.0,0,0,0,1
137,0.523430347442627,0.0,0.348655104637146,0.0,0,2,0,1
138,0.4688006341457367,0.0,0.2689514458179474,0.0,0,2,0,1
139,0.59267657995224,0.0,0.1520422399044037,0.0,1,0,0,1
140,0.59267657995224,0.0,0.3140605390071869,0.0,0,0,0,1
141,0.4225146472454071,0.1824355274438858,0.0,0.0,3,8,0,1
142,0.41490885615348816,0.0,0.30736804008483887,0.0,0,1,0,1
143,0.6150978803634644,0.0,0.1732981950044632,0.0,0,0,0,1
144,0.6442351341247559,0.0,0.21734751760959625,0.0,0,0,0,1
145,0.6224693655967712,0.0,0.20690405368804932,0.0,0,0,0,1
146,0.44553956389427185,0.0,0.23935934901237488,0.0,0,2,0,1
147,0.33459946513175964,0.0,0.3557848632335663,0.0,3,5,0,1
148,0.546748161315918,0.0,0.22271016240119934,0.0,0,0,0,1
149,0.4378334879875183,0.0,0.3629792034626007,0.0,0,1,0,1
150,0.5156299471855164,0.0,0.3276783227920532,0.0,2,0,0,1
151,0.5698626637458801,0.0,0.2689514458179474,0.0,0,3,0,1
152,0.4301573634147644,0.0,0.2814156115055084,0.0,0,0,0,1
153,0.7310686111450195,0.0,0.13661839067935944,0.0,1,0,0,1
154,0.4921981394290924,0.0,0.29422497749328613,0.0,1,0,0,1
155,0.59267657995224,0.0,0.19194278120994568,0.0,2,0,0,1
156,0.7490972280502319,0.0,0.21207880973815918,0.0,0,0,0,1
157,0.7606606483459473,0.0,0.19194278120994568,0.0,0,0,0,1
158,0.5698626637458801,0.0,0.2689514458179474,0.0,0,0,0,1
159,0.5078218579292297,0.0,0.30736804008483887,0.0,1,0,0,1
160,0.5078218579292297,0.0,0.2509227991104126,0.0,1,1,0,1
161,0.523430347442627,0.0,0.16886694729328156,0.0,0,0,0,1
162,0.59267657995224,0.0,0.19194278120994568,0.0,0,0,0,1
163,0.6791887283325195,0.0,0.10375863313674927,0.0,0,0,0,1
164,0.4921981394290924,0.0,0.22271016240119934,0.0,1,0,0,1
165,0.754925012588501,0.0,0.18714269995689392,0.0,0,0,0,1
166,0.6926519870758057,0.0,0.1824355274438858,0.0,7,0,0,1
167,0.44553956389427185,0.0,0.16886694729328156,0.0,0,0,0,1
168,0.4378334879875183,0.0,0.33459946513175964,0.0,0,0,0,1
169,0.5621865391731262,0.0,0.33459946513175964,0.0,1,0,0,1
170,0.7606606483459473,0.0,0.11597072333097458,0.0,0,0,0,1
171,0.5775054097175598,0.0,0.22816647589206696,0.0,1,1,0,1
172,0.7248802781105042,0.0,0.1259327530860901,0.0,0,0,0,1
173,0.7310686111450195,0.0,0.16886694729328156,0.0,1,2,0,1
174,0.41490885615348816,0.0,0.22816647589206696,0.0,0,0,0,1
175,0.3923468291759491,0.0,0.3276783227920532,0.0,3,4,0,1
176,0.4765896201133728,0.0,0.19194278120994568,0.0,0,1,0,1
177,0.5156299471855164,0.0,0.24509501457214355,0.0,0,0,0,1
178,0.7122421860694885,0.0,0.1778208613395691,0.0,0,1,0,1
179,0.538993239402771,0.0,0.23935934901237488,0.0,0,0,0,1
180,0.585111141204834,0.0,0.22816647589206696,0.0,0,0,0,1
181,0.7310686111450195,0.0,0.1732981950044632,0.0,0,2,0,1
182,0.40734341740608215,0.0,0.287777841091156,0.0,0,2,0,1
183,0.6791887283325195,0.0,0.14415885508060455,0.0,0,0,0,1
184,0.3998216390609741,0.0,0.1520422399044037,0.0,1,1,0,1
185,0.6001983880996704,0.0,0.275139719247818,0.0,0,0,0,1
186,0.3998216390609741,0.0,0.24509501457214355,0.0,0,0,0,1
187,0.3923468291759491,0.0,0.2814156115055084,0.0,4,1,0,1
188,0.4301573634147644,0.0,0.23371636867523193,0.0,2,1,0,1
189,0.7773098945617676,0.0,0.10375863313674927,0.0,0,0,0,1
190,0.5312193632125854,0.0,0.22816647589206696,0.0,0,1,0,1
191,0.3775506913661957,0.0,0.3276783227920532,0.0,1,1,0,1
192,0.4378334879875183,0.0,0.23371636867523193,0.0,1,0,0,1
193,0.4301573634147644,0.0,0.29422497749328613,0.0,12,0,0,1
194,0.6791887283325195,0.0,0.21207880973815918,0.0,1,0,0,1
195,0.40734341740608215,0.0,0.3140605390071869,0.0,0,0,0,1
196,0.320831298828125,0.0,0.44553956389427185,0.0,3,0,0,1
197,0.7248802781105042,0.0,0.287777841091156,0.0,3,1,0,1
198,0.7057950496673584,0.0,0.29422497749328613,0.0,0,0,0,1
199,0.5000100135803223,0.0,0.3276783227920532,0.0,1,0,0,1
200,0.6370407938957214,0.0,0.1824355274438858,0.0,0,0,0,1
201,0.5078218579292297,0.0,0.24509501457214355,0.0,1,2,0,1
202,0.523430347442627,0.0,0.23371636867523193,0.0,0,0,0,1
203,0.607673168182373,0.0,0.20182321965694427,0.0,1,1,0,1
204,0.41490885615348816,0.0,0.320831298828125,0.0,0,0,0,1
205,0.5312193632125854,0.0,0.24509501457214355,0.0,0,0,0,1
206,0.523430347442627,0.0,0.348655104637146,0.0,0,2,0,1
207,0.4688006341457367,0.0,0.2689514458179474,0.0,0,2,0,1
208,0.59267657995224,0.0,0.1520422399044037,0.0,1,0,0,1
209,0.59267657995224,0.0,0.3140605390071869,0.0,0,0,0,1
210,0.4225146472454071,0.1824355274438858,0.0,0.0,3,8,0,1
211,0.41490885615348816,0.0,0.30736804008483887,0.0,0,1,0,1
212,0.6150978803634644,0.0,0.1732981950044632,0.0,0,0,0,1
213,0.6442351341247559,0.0,0.21734751760959625,0.0,0,0,0,1
214,0.6224693655967712,0.0,0.20690405368804932,0.0,0,0,0,1
215,0.44553956389427185,0.0,0.23935934901237488,0.0,0,2,0,1
216,0.33459946513175964,0.0,0.3557848632335663,0.0,3,5,0,1
217,0.546748161315918,0.0,0.22271016240119934,0.0,0,0,0,1
218,0.4378334879875183,0.0,0.3629792034626007,0.0,0,1,0,1
219,0.5156299471855164,0.0,0.3276783227920532,0.0,2,0,0,1
220,0.5698626637458801,0.0,0.2689514458179474,0.0,0,3,0,1
221,0.4301573634147644,0.0,0.2814156115055084,0.0,0,0,0,1
222,0.6859594583511353,0.0,0.1520422399044037,0.0,1,0,0,1
223,0.4921981394290924,0.0,0.29422497749328613,0.0,1,0,0,1
224,0.4301573634147644,0.0,0.23935934901237488,0.0,0,0,0,1
225,0.6297846436500549,0.0,0.1778208613395691,0.0,0,1,0,1
226,0.6791887283325195,0.0,0.20182321965694427,0.0,0,0,0,1
227,0.3276783227920532,0.0,0.3007555902004242,0.0,0,4,0,1
228,0.46102678775787354,0.0,0.22271016240119934,0.0,0,1,0,1
229,0.5078218579292297,0.0,0.23371636867523193,0.0,1,1,0,1
230,0.4765896201133728,0.0,0.3007555902004242,0.0,1,0,0,1
231,0.6224693655967712,0.0,0.2689514458179474,0.0,1,0,0,1
232,0.5621865391731262,0.0,0.24509501457214355,0.0,1,0,0,1
233,0.4225146472454071,0.0,0.348655104637146,0.0,3,0,0,1
234,0.59267657995224,0.0,0.22816647589206696,0.0,0,0,0,1
235,0.5312193632125854,0.0,0.23371636867523193,0.0,2,4,0,1
236,0.5000100135803223,0.0,0.2509227991104126,0.0,0,5,0,1
237,0.7371681928634644,0.0,0.18714269995689392,0.0,0,0,0,1
238,0.4921981394290924,0.0,0.26285186409950256,0.0,0,1,0,1
239,0.7248802781105042,0.0,0.1097157895565033,0.0,0,1,0,1
240,0.41490885615348816,0.0,0.3007555902004242,0.0,0,0,0,1
241,0.5698626637458801,0.0,0.22816647589206696,0.0,0,0,0,1
242,0.5078218579292297,0.0,0.26285186409950256,0.0,0,1,0,1
243,0.6654205918312073,0.0,0.16452647745609283,0.0,0,0,0,1
244,0.3702353835105896,0.0,0.4765896201133728,0.0,0,9,0,1
245,0.5078218579292297,0.0,0.22271016240119934,0.0,0,0,0,1
246,0.59267657995224,0.0,0.22271016240119934,0.0,1,0,0,1
247,0.4688006341457367,0.0,0.22271016240119934,0.0,3,3,0,1
248,0.287777841091156,0.0,0.3276783227920532,0.0,0,1,0,1
249,0.607673168182373,0.0,0.1520422399044037,0.0,0,1,0,1
250,0.546748161315918,0.0,0.2509227991104126,0.0,3,0,0,1
251,0.4921981394290924,0.0,0.10088862478733063,0.0,0,0,0,1
252,0.41490885615348816,0.0,0.2814156115055084,0.0,1,1,0,1
253,0.6723417043685913,0.0,0.16027602553367615,0.0,2,1,0,1
254,0.4765896201133728,0.0,0.21734751760959625,0.0,0,0,0,1
255,0.3702353835105896,0.0,0.348655104637146,0.0,5,4,0,1
256,0.23935934901237488,0.0,0.20690405368804932,0.0,1,2,0,1
257,0.4301573634147644,0.0,0.2509227991104126,0.0,0,0,0,1
258,0.5156299471855164,0.0,0.24509501457214355,0.0,1,4,0,1
259,0.5775054097175598,0.0,0.29422497749328613,0.0,1,1,0,1
260,0.5544804334640503,0.0,0.26285186409950256,0.0,0,2,0,1
261,0.7310686111450195,0.0,0.24509501457214355,0.0,1,0,0,1
262,0.546748161315918,0.0,0.22816647589206696,0.0,0,1,0,1
263,0.546748161315918,0.0,0.3276783227920532,0.0,0,0,0,1
264,0.538993239402771,0.0,0.23935934901237488,0.0,0,1,0,1
265,0.59267657995224,0.0,0.2568419873714447,0.0,0,0,0,1
266,0.6001983880996704,0.0,0.21734751760959625,0.0,1,0,0,1
267,0.59267657995224,0.0,0.26285186409950256,0.0,0,5,0,1
268,0.5775054097175598,0.0,0.1778208613395691,0.0,0,5,0,1
269,0.6442351341247559,0.0,0.21734751760959625,0.0,0,0,0,1
270,0.5312193632125854,0.0,0.20690405368804932,0.0,0,1,0,1
271,0.7122421860694885,0.0,0.2509227991104126,0.0,0,0,0,1
272,0.5156299471855164,0.0,0.30736804008483887,0.0,1,0,0,1
273,0.6654205918312073,0.0,0.22816647589206696,0.0,2,1,0,1
274,0.771853506565094,0.0,0.1520422399044037,0.0,0,3,0,1
275,0.5544804334640503,0.0,0.2568419873714447,0.0,0,4,0,1
276,0.5621865391731262,0.0,0.22271016240119934,0.0,11,1,0,1
277,0.3702353835105896,0.0,0.3415925204753876,0.0,1,1,0,1
278,0.5621865391731262,0.0,0.23371636867523193,0.0,0,1,0,1
279,0.6297846436500549,0.0,0.26285186409950256,0.0,1,0,0,1
280,0.839743971824646,0.0,0.09535945951938629,0.0,5,7,0,1
281,0.4921981394290924,0.0,0.275139719247818,0.0,0,1,0,1
282,0.5698626637458801,0.0,0.23935934901237488,0.0,2,3,0,1
283,0.4301573634147644,0.0,0.21734751760959625,0.0,1,0,0,1
284,0.6442351341247559,0.0,0.26285186409950256,0.0,0,1,0,1
285,0.6442351341247559,0.0,0.20182321965694427,0.0,0,0,0,1
286,0.4921981394290924,0.0,0.1732981950044632,0.0,0,0,0,1
287,0.585111141204834,0.0,0.18714269995689392,0.0,0,0,0,1
288,0.6370407938957214,0.0,0.2568419873714447,0.0,3,3,0,1
289,0.5621865391731262,0.0,0.22816647589206696,0.0,0,0,0,1
290,0.3557848632335663,0.21734751760959625,0.0,0.0,0,0,0,1
291,0.5000100135803223,0.0,0.29422497749328613,0.0,0,0,0,1
292,0.7663036584854126,0.0,0.1732981950044632,0.0,0,0,0,1
293,0.538993239402771,0.0,0.26285186409950256,0.0,0,1,0,1
294,0.4765896201133728,0.0,0.22271016240119934,0.0,0,0,0,1
295,0.4688006341457367,0.0,0.320831298828125,0.0,2,3,0,1
296,0.5312193632125854,0.0,0.23371636867523193,0.0,0,0,0,1
297,0.7186043858528137,0.0,0.20182321965694427,0.0,0,4,0,1
298,0.4688006341457367,0.0,0.348655104637146,0.0,2,3,0,1
299,0.4301573634147644,0.0,0.33459946513175964,0.0,3,1,0,1
300,0.7371681928634644,0.0,0.19194278120994568,0.0,0,1,0,1
301,0.523430347442627,0.0,0.348655104637146,0.0,3,0,0,1
302,0.523430347442627,0.0,0.21734751760959625,0.0,0,2,0,1
303,0.6442351341247559,0.0,0.22816647589206696,0.0,2,2,0,1
304,0.812877357006073,0.0,0.13297423720359802,0.0,0,0,0,1
305,0.538993239402771,0.0,0.2814156115055084,0.0,0,0,0,1
306,0.41490885615348816,0.0,0.287777841091156,0.0,0,1,0,1
307,0.7057950496673584,0.0,0.18714269995689392,0.0,1,1,0,1
308,0.4378334879875183,0.0,0.22271016240119934,0.0,1,3,0,1
309,0.607673168182373,0.0,0.1732981950044632,0.0,0,2,0,1
310,0.6442351341247559,0.0,0.24509501457214355,0.0,0,1,0,1
311,0.538993239402771,0.0,0.23371636867523193,0.0,0,0,0,1
312,0.44553956389427185,0.0,0.22816647589206696,0.0,0,0,0,1
313,0.6791887283325195,0.0,0.22271016240119934,0.0,0,1,0,1
314,0.4765896201133728,0.0,0.30736804008483887,0.0,0,3,0,1
315,0.4921981394290924,0.0,0.23371636867523193,0.0,0,1,0,1
316,0.44553956389427185,0.0,0.3415925204753876,0.0,1,1,0,1
317,0.4843900501728058,0.0,0.3007555902004242,0.0,0,0,0,1
318,0.5775054097175598,0.0,0.20182321965694427,0.0,0,1,0,1
319,0.5078218579292297,0.0,0.33459946513175964,0.0,0,0,0,1
320,0.523430347442627,0.0,0.2568419873714447,0.0,0,0,0,1
321,0.59267657995224,0.0,0.22816647589206696,0.0,0,0,0,1
322,0.6654205918312073,0.0,0.18714269995689392,0.0,4,4,0,1
323,0.26285186409950256,0.0,0.23371636867523193,0.0,0,8,0,1
324,0.6513648629188538,0.0,0.21734751760959625,0.0,0,0,0,1
325,0.812877357006073,0.0,0.09269777685403824,0.0,0,0,0,1
326,0.5698626637458801,0.0,0.2509227991104126,0.0,0,0,0,1
327,0.538993239402771,0.0,0.2689514458179474,0.0,0,0,0,1
328,0.6224693655967712,0.0,0.20182321965694427,0.0,0,1,0,1
329,0.6926519870758057,0.0,0.20690405368804932,0.0,0,1,0,1
330,0.5621865391731262,0.0,0.38492217659950256,0.0,0,1,0,1
331,0.4532718360424042,0.0,0.2509227991104126,0.0,1,0,0,1
332,0.607673168182373,0.0,0.1968362182378769,0.0,1,0,0,1
333,0.4532718360424042,0.0,0.29422497749328613,0.0,0,0,0,1
334,0.6297846436500549,0.0,0.19194278120994568,0.0,0,0,0,1
335,0.7431780099868774,0.0,0.16452647745609283,0.0,0,1,0,1
336,0.5000100135803223,0.0,0.1968362182378769,0.0,2,1,0,1
337,0.46102678775787354,0.0,0.2814156115055084,0.0,1,0,0,1
338,0.6513648629188538,0.0,0.24509501457214355,0.0,0,0,0,1
339,0.5698626637458801,0.0,0.20690405368804932,0.0,0,0,0,1
340,0.585111141204834,0.0,0.20182321965694427,0.0,0,1,0,1
341,0.4843900501728058,0.0,0.2689514458179474,0.0,0,2,0,1
342,0.5775054097175598,0.0,0.20690405368804932,0.0,1,2,0,1
343,0.8080772161483765,0.0,0.22271016240119934,0.0,1,0,0,1
344,0.7248802781105042,0.0,0.21207880973815918,0.0,0,0,0,1
345,0.7122421860694885,0.0,0.21207880973815918,0.0,0,0,0,1
346,0.6224693655967712,0.0,0.11921291798353195,0.0,0,0,0,1
347,0.7122421860694885,0.0,0.20182321965694427,0.0,0,0,0,1
348,0.607673168182373,0.0,0.2814156115055084,0.0,0,2,0,1
349,0.546748161315918,0.0,0.2568419873714447,0.0,0,1,0,1
350,0.5775054097175598,0.0,0.22271016240119934,0.0,1,0,0,1
351,0.4532718360424042,0.0,0.2509227991104126,0.0,1,0,0,1
352,0.6654205918312073,0.0,0.21734751760959625,0.0,0,2,0,1
353,0.6001983880996704,0.0,0.275139719247818,0.0,0,2,0,1
354,0.4921981394290924,0.0,0.2568419873714447,0.0,1,1,0,1
355,0.6654205918312073,0.0,0.16886694729328156,0.0,0,1,0,1
356,0.6001983880996704,0.0,0.1968362182378769,0.0,1,0,0,1
357,0.4843900501728058,0.0,0.3007555902004242,0.0,3,1,0,1
358,0.7248802781105042,0.0,0.16886694729328156,0.0,0,1,0,1
359,0.59267657995224,0.0,0.26285186409950256,0.0,0,2,0,1
360,0.6859594583511353,0.0,0.1968362182378769,0.0,0,1,0,1
361,0.6992644667625427,0.0,0.3415925204753876,0.0,0,2,0,1
362,0.3775506913661957,0.0,0.2689514458179474,0.0,0,0,0,1
363,0.44553956389427185,0.0,0.287777841091156,0.0,0,0,0,1
364,0.7431780099868774,0.0,0.18714269995689392,0.0,0,0,0,1
365,0.7248802781105042,0.0,0.1824355274438858,0.0,0,0,0,1
366,0.6584275364875793,0.0,0.1968362182378769,0.0,0,1,0,1
367,0.3923468291759491,0.0,0.3007555902004242,0.0,0,3,0,1
368,0.4688006341457367,0.0,0.29422497749328613,0.0,0,0,0,1
369,0.59267657995224,0.0,0.320831298828125,0.0,0,3,0,1
370,0.5775054097175598,0.0,0.22271016240119934,0.0,1,2,0,1
371,0.6723417043685913,0.0,0.2568419873714447,0.0,0,0,0,1
372,0.59267657995224,0.0,0.16886694729328156,0.0,0,0,0,1
373,0.6001983880996704,0.0,0.20182321965694427,0.0,1,0,0,1
374,0.5156299471855164,0.0,0.1968362182378769,0.0,1,3,0,1
375,0.6513648629188538,0.0,0.1824355274438858,0.0,7,0,0,1
376,0.4378334879875183,0.0,0.24509501457214355,0.0,2,0,0,1
377,0.5621865391731262,0.0,0.1778208613395691,0.0,1,0,0,1
378,0.4532718360424042,0.0,0.287777841091156,0.0,0,1,0,1
379,0.5156299471855164,0.0,0.320831298828125,0.0,7,0,0,1
380,0.6791887283325195,0.0,0.21207880973815918,0.0,0,0,0,1
381,0.6442351341247559,0.0,0.24509501457214355,0.0,1,0,0,1
382,0.4378334879875183,0.0,0.3140605390071869,0.0,1,5,0,1
383,0.4532718360424042,0.0,0.24509501457214355,0.0,0,0,0,1
384,0.6584275364875793,0.0,0.3276783227920532,0.0,0,0,0,1
385,0.5000100135803223,0.0,0.2568419873714447,0.0,1,0,0,1
386,0.8031837940216064,0.0,0.1097157895565033,0.0,1,0,0,1
387,0.3923468291759491,0.0,0.29422497749328613,0.0,1,0,0,1
388,0.6584275364875793,0.0,0.2568419873714447,0.0,1,0,0,1
389,0.6654205918312073,0.0,0.23935934901237488,0.0,0,0,0,1
